time,temperature,humidity,biomass,substrate,product
135,18.740827213859884,0.8613987521824966,0.0882103499965033,8.65029278298818,77.61321249864771
136,18.557511999995622,0.7788015581800786,0.09220645273546381,7.373319013665171,78.10607070262195
137,18.79956684795192,0.7983002844720554,0.09064507430880397,3.573182708691759,77.86872993261217
138,19.265642940646803,0.6710954363515809,0.09132552902394567,8.889467995874579,77.5886971315566
139,18.1356323409623,0.6824334292334784,0.0952166306558132,4.973423829721257,76.79425221029247
140,19.265575165686016,0.6523170341682012,0.09385692997147495,4.359684032986822,76.98232042121936
141,21.48976918367798,0.6310185761772074,0.10014833904240267,4.322597203839688,78.03461182519142
142,23.515688641689447,0.635546244213439,0.09050106406312643,6.0705253387427165,76.13391635840308
143,23.33899195972439,0.663015113167861,0.09574205430837772,8.081063660937023,77.0484696033218
144,28.316247639776748,0.705301752342437,0.0983096401281881,3.3684952151333567,77.51742825911295
145,27.360633092690733,0.7616779748352052,0.10428899595240253,4.907205488912725,79.77678288876882
146,26.64111769460065,0.7992541690765336,0.10519183179776596,5.998394110747722,78.59812853636916
147,28.591294200669775,0.8274587420576427,0.09883558717283766,6.651568970261275,76.99613147831008
148,30.5324072693906,0.7670475784717973,0.09701900668903495,3.3384808595107094,78.74629915881347
149,32.4037426521432,0.7266872681946281,0.10230718283883151,5.023316123947703,79.26360621916851
150,30.328933157151305,0.6556418488461422,0.11299554156405837,4.403991528650124,80.1118981906188
151,30.51559215129711,0.6688731702846955,0.10311129851299049,4.999195300119938,78.20110958836159
152,28.26560676050611,0.6272663664678343,0.10340943401444982,6.527011399995148,76.75577505857694
153,30.03597450163192,0.59738224992585,0.10276737694850326,5.644578805210076,79.68378531644515
154,27.834041725380416,0.7267421587584135,0.10879539580422348,3.5134284081596876,77.15850461880767
155,29.421713579677622,0.6510410783515911,0.10736506653943245,2.187320362031013,78.23057529308267
156,27.20264223347574,0.6452332008335345,0.10414888635869003,3.844983568942167,78.60282254493882
157,24.138604646208705,0.7278132306627365,0.12359411555091454,1.0746273925783543,77.32604354299636
158,23.749300008015965,0.721470699939869,0.1170037395722627,2.5308596857027066,77.59613146614669
159,22.757696544962705,0.787776652376561,0.10624392873099237,4.731212079735808,79.77703407881249
160,21.578547045041827,0.7522114435733062,0.10774977544048596,3.9529110657815516,79.14795596925266
161,22.089949033804185,0.8259201244825256,0.09990732121766877,4.447652347800992,79.12912047455562
162,21.84482363799623,0.712661210608347,0.11240322058466236,2.962811523086726,79.89269602824169
163,20.581772173268703,0.7153765860965383,0.10471106241100936,1.507018460314875,77.86542272730873
164,20.45902788505068,0.6608845418494776,0.10737178204054415,5.696384733922852,80.20729866160573
165,24.92759875961544,0.6697464300844467,0.10235100404793375,3.388278556024565,78.20479132724698
166,25.479274980953548,0.6667581820336845,0.10661958414365356,3.5165180186453737,78.22891854031324
167,26.361102177869117,0.7225258031608934,0.08491475144864498,4.426036221296677,78.70074703692785
168,28.70786588553652,0.7090018169030234,0.10336162171756502,1.234171241064781,78.27996500795209
